,MessageID,MessageType,MessageTimeLeft,MessageDelay,MessageRoute
2901,0_33,Real,28.464673593166317,"[0.017064316795866657, 1.146419571592854, 0]","[Client id: 0, ( id: 8, corrupt: False ), Client id: 24]"
2902,88_28,Real,28.47394963803053,"[0.2585111981570571, 0.29886619781748364, 0]","[Client id: 88, ( id: 1, corrupt: False ), Client id: 44]"
2903,13_23,Real,28.47959141914757,"[0.9414452369379765, 1.4054707033345, 0]","[Client id: 13, ( id: 9, corrupt: False ), Client id: 36]"
2904,62_29,Real,28.483660490777083,"[3.178756847338767, 0.4014572581592343, 0]","[Client id: 62, ( id: 10, corrupt: False ), Client id: 88]"
2905,45_29,Real,28.48409856098625,"[1.3279229360513791, 0.27322849317142456, 0]","[Client id: 45, ( id: 9, corrupt: False ), Client id: 46]"
2906,76_32,Real,28.497312240750436,"[0.5556896996478294, 0.2770582885936196, 0]","[Client id: 76, ( id: 1, corrupt: False ), Client id: 2]"
2907,40_30,Real,28.5002425610793,"[0.1298509031519388, 0.8714421413023835, 0]","[Client id: 40, ( id: 7, corrupt: False ), Client id: 9]"
2908,14_35,Real,28.500826334563566,"[1.2084247341142682, 0.02355712060823729, 0]","[Client id: 14, ( id: 2, corrupt: False ), Client id: 20]"
2909,67_39,Real,28.501890333211,"[0.9627754845577791, 1.2042826738005457, 0]","[Client id: 67, ( id: 9, corrupt: False ), Client id: 84]"
2910,83_35,Real,28.508734390943822,"[0.6902239514273427, 0.872472849488877, 0]","[Client id: 83, ( id: 7, corrupt: False ), Client id: 43]"
2911,65_30,Real,28.511449224755697,"[0.4424754889268011, 0.39336164447970984, 0]","[Client id: 65, ( id: 8, corrupt: False ), Client id: 83]"
2912,35_28,Real,28.514117102477943,"[0.08583443508619262, 0.5580307728907853, 0]","[Client id: 35, ( id: 3, corrupt: False ), Client id: 29]"
2913,24_27,Real,28.517978634307067,"[0.46417608614784, 0.556217281519147, 0]","[Client id: 24, ( id: 2, corrupt: False ), Client id: 50]"
2914,90_33,Real,28.519243958702155,"[0.6365424262338545, 3.6955928812064265, 0]","[Client id: 90, ( id: 4, corrupt: False ), Client id: 94]"
